 Procedimentos hospitalares do SUS - por local de internação - São Paulo
Valor total por Município e Ano/mês processamento
Período:Jan/2008-Mar/2021
"Município";"2008/Jan";"2008/Fev";"2008/Mar";"2008/Abr";"2008/Mai";"2008/Jun";"2008/Jul";"2008/Ago";"2008/Set";"2008/Out";"2008/Nov";"2008/Dez";"2009/Jan";"2009/Fev";"2009/Mar";"2009/Abr";"2009/Mai";"2009/Jun";"2009/Jul";"2009/Ago";"2009/Set";"2009/Out";"2009/Nov";"2009/Dez";"2010/Jan";"2010/Fev";"2010/Mar";"2010/Abr";"2010/Mai";"2010/Jun";"2010/Jul";"2010/Ago";"2010/Set";"2010/Out";"2010/Nov";"2010/Dez";"2011/Jan";"2011/Fev";"2011/Mar";"2011/Abr";"2011/Mai";"2011/Jun";"2011/Jul";"2011/Ago";"2011/Set";"2011/Out";"2011/Nov";"2011/Dez";"2012/Jan";"2012/Fev";"2012/Mar";"2012/Abr";"2012/Mai";"2012/Jun";"2012/Jul";"2012/Ago";"2012/Set";"2012/Out";"2012/Nov";"2012/Dez";"2013/Jan";"2013/Fev";"2013/Mar";"2013/Abr";"2013/Mai";"2013/Jun";"2013/Jul";"2013/Ago";"2013/Set";"2013/Out";"2013/Nov";"2013/Dez";"2014/Jan";"2014/Fev";"2014/Mar";"2014/Abr";"2014/Mai";"2014/Jun";"2014/Jul";"2014/Ago";"2014/Set";"2014/Out";"2014/Nov";"2014/Dez";"2015/Jan";"2015/Fev";"2015/Mar";"2015/Abr";"2015/Mai";"2015/Jun";"2015/Jul";"2015/Ago";"2015/Set";"2015/Out";"2015/Nov";"2015/Dez";"2016/Jan";"2016/Fev";"2016/Mar";"2016/Abr";"2016/Mai";"2016/Jun";"2016/Jul";"2016/Ago";"2016/Set";"2016/Out";"2016/Nov";"2016/Dez";"2017/Jan";"2017/Fev";"2017/Mar";"2017/Abr";"2017/Mai";"2017/Jun";"2017/Jul";"2017/Ago";"2017/Set";"2017/Out";"2017/Nov";"2017/Dez";"2018/Jan";"2018/Fev";"2018/Mar";"2018/Abr";"2018/Mai";"2018/Jun";"2018/Jul";"2018/Ago";"2018/Set";"2018/Out";"2018/Nov";"2018/Dez";"2019/Jan";"2019/Fev";"2019/Mar";"2019/Abr";"2019/Mai";"2019/Jun";"2019/Jul";"2019/Ago";"2019/Set";"2019/Out";"2019/Nov";"2019/Dez";"2020/Jan";"2020/Fev";"2020/Mar";"2020/Abr";"2020/Mai";"2020/Jun";"2020/Jul";"2020/Ago";"2020/Set";"2020/Out";"2020/Nov";"2020/Dez";"2021/Jan";"2021/Fev";"2021/Mar";"Total"
"353550 Paraguaçu Paulista";83405,52;83556,05;92082,72;107075,85;98301,68;109320,60;115127,30;107181,04;109950,18;118384,02;122776,42;158943,86;170098,65;189363,75;125360,76;175894,54;207258,73;157671,30;138469,16;105520,20;155275,01;130516,54;170422,58;222230,09;159974,87;133658,96;129654,85;143887,55;161365,03;207835,94;182504,50;143373,71;163271,44;210254,72;235335,43;133922,34;65906,10;111747,53;129713,49;174217,01;186839,46;87231,80;182901,71;123880,03;139186,51;178970,95;146954,14;166417,39;171098,75;199168,85;155748,69;226924,33;112476,94;150789,08;154021,75;261728,63;172864,12;137976,71;129054,05;246810,85;242370,68;163626,77;153421,85;190266,95;199449,27;177836,28;192690,48;217543,18;193818,82;283001,75;194529,81;168722,50;144281,72;163502,48;236775,62;189126,55;152687,58;189819,15;188748,14;188603,46;188623,09;189123,47;201380,61;202722,16;203444,04;204476,27;203580,32;202997,24;295869,29;308799,54;203001,60;219421,54;212146,37;224083,16;80946,99;267557,98;286410,00;203352,29;203465,31;203185,69;203725,72;203224,38;203530,31;220195,76;218824,40;217265,91;220576,82;203834,38;469545,19;277018,27;170765,11;171875,08;195170,36;207781,33;261741,66;180115,44;237711,46;244036,68;222802,42;223961,59;192136,36;263910,13;210559,72;232198,87;146592,95;218252,76;207853,95;222658,94;230966,99;272387,73;240951,45;221635,23;264033,85;281992,95;192300,44;204258,95;278287,25;180154,73;254539,75;178069,08;293516,60;321672,01;294480,37;263807,72;225764,76;194587,91;189905,28;149955,03;148467,50;224769,07;248561,37;249915,82;214727,53;161474,31;383459,79;100828,29;229967,67;424272,07;868004,36;31442846,57
"353560 Paraibuna";9699,11;8498,65;9344,59;9203,05;7822,91;8128,72;8146,78;8431,67;7897,71;7845,42;8605,36;8728,42;8121,23;8085,26;10046,41;9051,23;9099,17;8880,64;8573,02;8499,76;16036,73;16616,54;15785,86;7865,75;8939,94;9803,51;9246,67;7418,43;11561,95;12729,44;8311,80;8322,88;8470,22;5014,87;8224,52;9864,00;10247,95;4585,27;15673,71;11489,75;10338,04;12929,33;11866,64;14130,28;11904,83;6415,29;6580,09;17240,50;6646,85;7160,61;10240,63;10140,14;9013,42;15141,20;15296,63;10788,14;10274,03;11802,34;9539,94;10646,52;7042,89;11939,65;6689,13;7271,85;10884,19;13903,32;8874,67;9207,08;6405,58;12172,79;8504,87;4919,17;9042,45;4953,43;5603,53;5812,64;14595,27;6707,94;7079,35;11102,44;10932,57;10488,83;7816,33;2455,32;2258,82;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;803678,46
"353580 Paranapanema";6814,84;13835,28;10178,14;13800,15;13635,41;11168,89;11061,57;11884,53;13334,96;10514,88;11456,09;7611,52;8969,05;7918,06;12438,10;16283,78;14974,37;13502,57;5323,47;13404,66;1556,63;12567,89;10321,18;6727,05;10551,12;13699,83;13044,04;16256,96;17070,83;13432,48;9823,10;-;11515,19;15809,51;8084,05;21740,69;22300,59;26023,21;25860,44;22907,43;30419,67;26379,80;21271,42;12981,97;15367,02;16416,87;17608,70;26070,36;17250,31;12229,10;15730,72;21780,21;23973,11;20031,39;20663,36;15645,79;16000,26;10690,08;-;-;13654,00;8446,47;14897,18;6903,23;9869,93;9577,46;15076,28;8673,33;16508,44;19822,68;29612,59;315,39;6304,54;9005,28;13683,72;10244,03;16246,51;19681,87;15302,67;17261,26;15339,85;17364,12;13107,06;270,38;5400,27;833,78;1978,04;9731,06;5748,05;8154,14;6713,58;14377,27;10844,51;5533,18;3349,24;186,06;3703,12;620,89;1342,36;2469,91;4724,07;6442,22;8797,10;9679,24;7346,30;8563,36;5246,38;109,24;5534,19;3186,48;4628,49;5870,53;5894,39;8791,00;4789,70;7854,62;8647,93;6851,10;7822,22;-;446,78;446,78;3100,00;1713,81;3162,73;2164,61;4182,90;3386,98;4306,86;3490,39;3507,43;785,69;1710,91;5151,64;5944,05;7090,61;7332,38;6494,19;5807,97;7094,11;6638,47;2885,09;3844,73;1164,84;3071,14;5371,42;3714,58;4081,81;5020,50;3493,62;2644,95;3853,31;5566,29;3658,95;4464,89;592,37;19831,88;62279,93;-;1576344,56
"353600 Parapuã";17172,64;17572,91;18259,13;18497,44;16600,63;21805,39;18465,92;18467,72;17494,14;21781,06;16704,08;20258,20;19433,60;17036,53;18094,21;19247,08;17661,55;22255,00;18326,28;17819,43;18489,03;22098,69;19587,56;21793,91;19964,59;20547,61;18637,12;19066,55;21477,85;19712,67;21976,44;17637,83;19339,64;15085,91;16045,78;-;10377,24;8662,38;10979,07;10789,01;12942,82;9525,49;8862,78;18776,24;11318,10;12647,35;22077,63;15291,77;14032,32;10081,70;16412,09;14707,92;19331,69;21095,25;16361,30;23462,11;21017,00;9341,16;15028,72;22404,90;17730,96;18165,38;19296,85;16727,76;19148,07;17420,54;15858,80;19077,91;16086,31;22743,56;20083,14;19195,20;17220,27;17337,23;17814,70;22424,62;18957,86;19246,53;21597,61;24862,61;27709,86;22979,86;11529,00;21773,38;18237,08;18555,06;17625,36;12647,34;21964,06;18917,56;23852,72;23055,11;18830,61;17619,45;18769,80;22965,81;18379,20;17139,93;21285,00;19215,05;23945,55;27464,77;21474,05;20425,94;19330,16;15580,16;17013,31;16654,31;18347,37;13982,77;16607,36;20543,54;23219,69;20968,01;13125,02;25160,12;18892,33;23582,41;20841,36;13115,56;18786,73;11307,66;20785,29;14377,40;17025,73;22057,40;22337,11;24411,21;22511,49;19513,09;13795,88;19196,20;17663,01;17658,07;18933,83;23009,99;22603,79;25076,68;22761,13;24606,46;19554,84;21357,53;18698,99;21655,37;19391,14;19185,89;21113,09;15378,87;10736,48;15495,60;9264,71;12635,22;13098,98;14773,18;14120,05;13398,44;833,04;13864,43;-;2857235,10
"353620 Pariquera-Açu";339627,32;290565,12;406292,24;384381,55;403733,69;390049,00;466769,70;483996,68;482727,13;401795,47;444973,28;527850,57;433951,09;465072,28;521033,45;594985,63;521790,59;462522,24;527775,21;521876,98;547517,78;496913,99;547705,65;647660,86;548055,67;471965,50;575293,60;657604,55;521263,61;576043,53;647359,87;575807,76;479958,70;399577,19;591131,34;609736,42;597428,85;505704,15;534163,63;452632,75;535233,21;460042,91;642506,77;644647,66;602778,73;580470,88;592430,76;580929,73;583049,41;558131,89;705563,93;681507,05;627075,04;661326,74;562144,51;626224,01;566969,30;635486,93;529976,50;584799,19;622878,44;556047,89;590531,81;571884,49;628465,34;586212,07;705471,65;693236,99;640063,39;723897,52;670456,70;572315,16;590258,51;732088,26;647697,14;547991,21;748880,06;643541,93;764504,54;690975,52;677284,84;697340,61;636067,86;732076,14;657483,46;491165,05;705645,70;670994,03;804281,43;701201,92;763112,67;733551,88;744878,90;854933,02;757329,10;699552,24;735915,45;768177,09;749096,15;704639,55;862871,58;796913,88;829052,88;787051,07;718397,43;727196,69;577234,10;708492,77;646883,53;688982,99;778388,96;938434,33;826855,37;937145,17;767305,92;945338,84;760939,91;812305,02;783654,84;831431,81;712041,28;642701,81;728992,99;817538,73;829644,33;802716,51;776759,13;785986,83;762047,98;747453,28;736705,70;778406,46;798089,43;814971,30;584918,64;717865,67;914205,79;779051,28;681156,79;765325,71;819755,97;623872,72;764286,34;801263,36;822587,51;713843,76;774328,29;623204,94;723562,62;690678,29;771068,15;930906,83;1002283,36;824603,76;1053340,18;897418,95;1015490,88;775754,50;870442,45;105628865,07
"353630 Patrocínio Paulista";25472,23;19842,01;29629,33;37183,93;34951,02;30968,50;34423,97;34924,21;35945,77;35329,64;30298,61;27658,19;29129,99;33032,72;35734,22;35457,87;36330,65;41732,21;45705,64;38756,62;44469,56;44932,55;36991,34;41858,70;39548,39;43393,82;42611,50;41367,16;44169,44;41837,06;44987,48;45477,47;41705,60;44895,37;38140,69;36905,26;21435,37;40307,89;46477,65;49201,16;63554,41;46894,99;43418,34;41537,96;40804,89;38108,24;33506,72;43947,77;21361,15;35399,31;51224,46;42394,44;48469,69;68221,64;44167,97;44923,85;49629,15;47626,87;38214,75;36708,14;22694,51;33750,74;43406,42;45130,31;45072,28;47138,41;44983,70;38388,65;45810,54;44259,54;43911,44;44990,36;30512,71;24709,13;22920,10;27648,21;38279,01;32009,96;35252,14;42495,67;46913,02;40245,02;35301,21;37068,73;25018,47;38634,10;38091,04;46911,85;38541,49;40022,42;35206,96;49689,25;36136,97;39293,99;25185,60;31815,25;29314,77;26741,80;35129,63;41514,78;50187,07;40258,12;29972,93;25071,87;31956,16;43638,07;31911,70;32093,03;35917,30;33499,56;46659,46;40771,76;34210,76;32531,88;31822,90;34939,81;35286,54;30977,63;34983,74;28516,08;14832,99;16232,11;21367,35;23876,47;25304,23;30961,38;26803,27;36880,40;32029,77;37163,77;39234,52;44743,41;34882,75;39783,35;33231,14;45517,78;36735,84;35336,92;46432,58;45172,29;35361,93;38557,76;33352,74;33717,52;23605,99;39580,38;31016,96;32271,03;27881,88;38462,15;39424,11;37551,56;46608,02;58538,13;34769,79;39264,76;58218,31;66416,10;81802,17;6041605,69
"353650 Paulínia";159819,73;197005,71;207831,01;194757,40;221576,22;174434,60;218239,83;195012,36;209155,90;185154,92;128742,20;243096,83;139951,66;308495,34;256916,78;236269,95;216934,07;351872,53;298263,40;142120,86;200462,53;221730,65;257694,28;197332,90;282906,61;204061,19;224479,55;285293,43;233434,36;305721,26;242157,09;215454,73;217724,64;165487,93;249181,61;190391,37;189455,30;152672,57;457289,08;254598,68;202102,36;203132,73;267540,66;162336,94;267947,14;282298,63;151054,49;147760,47;410013,57;203803,44;292065,78;276787,15;164287,70;284819,12;195374,56;250732,13;179754,02;288141,79;165993,23;331455,27;351162,43;283742,91;259612,39;275340,47;371991,45;296056,37;269367,25;386373,73;216594,59;180178,69;137819,64;251425,03;292137,08;352385,02;253257,92;241680,88;339876,63;325367,62;301844,31;226292,71;214390,16;156130,51;244709,28;173034,35;273400,91;218618,60;261599,07;309911,79;297063,33;390610,05;371815,48;320869,48;284515,86;307576,78;174902,60;386109,95;211104,13;208473,35;197664,89;357277,13;201974,44;300886,48;380396,78;352289,23;308573,45;321454,99;165856,11;290146,49;284293,55;192568,57;289101,42;292838,96;301891,72;279162,22;332723,07;304111,67;300368,71;244145,59;250211,60;353243,85;287386,94;277187,46;275140,04;272566,25;262237,71;288088,46;440263,19;256316,56;235326,93;328925,89;422658,55;292189,97;337989,65;364016,06;328199,85;296358,54;346289,25;304074,00;332622,63;394374,43;332268,28;349336,71;301950,56;288266,59;383211,83;304614,95;257541,98;310644,06;317607,71;295080,89;339395,36;325047,60;293146,87;354470,62;289925,90;274638,57;-;-;-;41838466,80
"353660 Paulo de Faria";8370,24;11761,36;7427,10;7907,36;9410,89;14407,84;8854,16;15273,55;11604,54;12639,33;9156,29;10706,70;9519,99;7101,70;12901,70;11255,40;7161,19;9067,15;13945,82;12145,21;4081,25;12185,35;16421,64;11459,65;14333,39;12921,65;16782,35;21096,85;18669,85;16425,17;17045,35;11153,98;14368,86;12568,51;14712,13;12526,12;11513,99;7236,17;11676,21;9236,23;11124,62;8212,45;11901,37;11301,94;5498,10;10588,97;9233,07;6834,27;9707,41;9728,82;10393,59;7564,70;8707,18;6655,60;5248,32;7352,58;2154,54;7822,95;2986,23;6201,05;5528,18;7831,34;6844,84;12128,66;8666,13;7745,17;18604,28;21836,79;12001,20;7661,92;7975,46;4909,38;6530,23;4634,78;2359,11;459,98;6411,44;1778,72;718,90;6322,41;8793,45;8411,84;4484,89;5786,09;4707,43;5866,90;8633,61;6137,28;12576,20;4358,90;8080,59;6858,12;6347,08;7738,83;5564,70;292,62;4361,17;3579,41;3451,74;5451,41;6116,79;7084,75;2147,86;15578,33;14164,89;5538,48;7089,29;7420,23;4553,77;5602,81;6226,38;3888,69;4387,12;2679,30;1002,66;1502,72;1079,54;-;-;1094,69;1367,95;582,42;3375,18;1588,28;1540,80;6781,91;2374,94;626,64;699,46;1500,56;582,42;582,42;1799,92;463,21;1470,61;768,30;2051,64;347,15;1736,60;1936,65;3506,74;1946,13;2149,17;582,42;582,42;634,91;1696,64;582,42;582,42;704,58;292,62;2479,00;697,87;1602,20;1057,30;460,05;489,06;-;-;1058062,47
"353670 Pederneiras";67404,78;83504,24;89884,26;86936,03;95446,96;85391,46;87181,85;88078,25;89758,38;92311,92;80534,09;82293,83;62997,41;94039,83;94282,33;113833,75;104028,19;91406,86;99069,32;84709,46;72692,13;93382,40;83529,38;65980,02;76097,20;87545,31;67247,57;74509,77;85121,15;86263,82;74012,18;72666,96;85438,58;82123,72;67473,71;71409,17;93795,77;87033,46;89191,10;90318,58;75509,12;67032,82;69641,59;47988,82;46397,82;91747,27;79718,20;73344,05;65204,51;73459,28;76104,24;77905,83;82365,18;76020,99;76004,52;64877,38;64726,81;53679,08;65029,95;59374,79;50373,08;64432,90;74770,22;71324,99;76298,02;96157,87;63165,92;81765,46;68226,79;65681,94;54910,35;67702,15;46423,39;73662,38;63444,16;66385,58;59649,47;56861,71;68905,47;58509,74;59202,80;77426,52;57047,18;57672,20;59779,56;46763,62;71500,83;80217,85;74028,43;65776,01;73970,04;74548,09;90926,23;60328,69;81590,00;69276,21;48297,84;55108,99;71882,28;71536,22;60083,68;77624,37;85089,43;75875,61;55057,85;65903,45;58293,38;65354,46;65980,32;60225,91;77327,46;68817,45;72779,52;94445,32;77181,86;75709,43;61759,37;79550,16;62560,41;74639,94;56800,94;71755,34;87393,65;74693,22;68320,66;67725,60;84593,35;75519,69;40492,05;100749,72;96042,94;95999,51;64987,80;49170,63;58328,28;60737,31;65582,14;59330,68;90104,31;47416,97;54437,74;59535,89;58754,96;71448,02;49239,17;59814,39;56624,67;54185,89;64295,62;73516,47;78762,06;258150,47;254868,23;343747,25;95033,54;54065,47;35038,11;-;-;11992110,73
"353700 Pedregulho";29762,85;32559,45;46410,06;39267,20;30193,18;35556,64;24260,60;40066,20;26125,10;27355,17;41070,12;29753,68;23586,33;39044,19;31580,65;15491,50;37687,47;39583,42;35966,62;48131,18;33280,42;42577,08;39779,31;29869,32;30795,96;26094,12;26465,65;34656,51;38977,10;32057,74;26187,16;29151,54;31013,31;24182,68;37513,98;29429,60;33560,58;32057,51;34413,99;30920,60;34554,93;23843,69;35132,04;32894,94;18844,07;16082,69;14494,89;14699,94;31383,11;17015,70;23581,42;21644,71;26650,42;21213,81;20548,39;38291,58;21435,80;29609,66;17343,53;25571,64;19299,62;26231,01;15951,43;31842,47;29240,45;35538,78;14027,17;19487,86;15824,27;22463,37;15964,86;11417,89;29492,43;19448,53;18864,42;20726,17;23639,07;25320,21;20475,61;11550,82;19708,72;18796,04;20936,77;8216,24;14147,98;21920,32;12807,21;14297,50;21553,63;34297,50;28958,42;21653,04;21454,89;21614,50;21795,90;26351,72;24267,80;33220,79;21137,71;23170,12;23372,10;9825,60;18505,80;15682,75;18980,37;13478,76;12514,80;25506,04;11251,57;14409,55;19724,24;16715,19;19888,00;20060,82;15102,64;22028,86;27168,87;28685,44;15898,65;25926,63;18806,67;10134,51;6747,60;28857,78;17360,37;21203,89;24219,67;23720,07;30345,01;29474,07;70362,52;62169,90;9874,25;34723,94;28225,38;27507,99;27323,74;30528,54;27505,48;36719,24;31899,00;31272,24;25521,30;19949,55;23735,87;19586,89;19709,32;23942,07;26060,77;18417,00;20858,85;26666,26;25625,94;45342,13;25923,22;31016,17;22580,11;55232,11;53694,69;4145956,76
"353710 Pedreira";52104,39;46413,67;78766,68;75728,64;73054,02;70948,30;76108,87;82188,03;76457,21;67825,32;58535,12;86068,50;103721,58;81128,53;73733,91;74147,83;106334,85;85035,97;84283,72;92724,00;93743,46;76562,43;85592,51;62078,34;92868,37;44089,80;67860,25;81426,61;94253,66;100078,53;56510,79;102432,57;82860,07;82645,15;76083,37;65612,78;48628,94;59965,39;85643,68;76604,64;83138,86;87341,60;56990,46;76572,93;71631,80;57400,29;56187,41;46115,84;9098,15;34422,26;77104,08;48850,01;71067,75;8899,84;72281,46;67402,81;119134,13;124816,04;58949,50;46412,29;78246,07;67086,14;77899,12;84964,92;82695,01;57113,68;85377,27;55313,61;81047,19;98210,37;16223,21;46283,89;12375,46;42217,69;26157,07;10418,26;463,21;2013,62;2204,16;26706,63;65595,99;42533,59;38116,42;53810,48;28321,50;25459,56;32346,42;56636,60;47422,63;65212,74;47958,92;54914,83;68268,62;42272,65;37413,98;38824,29;28225,73;15286,58;42861,73;63396,08;45514,18;54174,53;47484,77;33973,53;38705,69;29831,99;44304,74;39736,79;30820,92;31425,44;30117,41;26769,46;30887,66;38918,06;32629,62;32734,40;53553,96;44758,34;54981,60;45795,04;36158,09;18662,69;44577,11;46865,88;33680,70;48140,79;30919,59;51297,61;52570,87;72046,26;62280,45;47436,46;37438,61;63749,60;47454,45;20720,14;86406,63;46691,93;36908,65;44194,71;34680,53;32956,98;55418,50;36890,27;22623,64;45737,39;29926,49;46575,15;35744,05;40598,14;49189,78;62411,93;41732,15;55015,95;44297,03;85299,00;40678,45;58066,24;105921,05;8841645,98
"353730 Penápolis";265790,48;292257,06;290941,40;304307,88;274639,70;286353,82;278192,08;285736,46;291332,85;299163,06;289375,60;308222,59;298679,08;301817,61;375346,52;332713,02;352179,42;364339,93;331836,50;327809,31;322128,96;324313,98;332193,56;329156,09;321879,30;308432,03;322291,24;324394,96;324664,47;319693,88;357964,76;349013,09;337258,61;349435,75;347340,67;647015,00;350037,57;272699,78;317209,41;315629,32;356762,74;318872,34;351232,89;325595,79;300118,93;285545,16;281950,87;284517,24;281295,76;280745,58;320043,39;340624,20;326405,21;326992,89;325908,36;321403,66;313333,67;314453,00;303436,22;296932,48;295951,25;281546,95;298319,58;323071,78;335185,08;330291,04;325211,40;315609,77;310699,65;307031,61;320614,05;304027,87;291702,06;292052,69;301031,47;293355,33;326002,85;343453,34;302172,02;310741,31;304152,26;280438,44;284390,29;273502,10;308278,92;315479,25;303958,22;336682,59;326645,62;301817,96;299405,04;318577,75;324960,83;315368,51;298840,40;293832,04;284702,66;268040,20;309973,36;311320,82;302084,35;291907,50;296958,40;299814,17;287494,81;293966,18;290311,81;286438,88;271805,01;283792,22;287926,79;294168,80;293621,87;290285,07;295637,77;306237,17;322294,95;325949,31;339249,35;284805,82;284469,13;261842,91;281630,61;296154,44;293448,82;334272,14;371706,07;288795,04;303831,63;285559,01;280883,27;277285,99;236931,40;217766,99;268797,43;281651,40;292300,91;285598,10;256786,15;268054,70;264441,93;275533,84;237844,92;267958,87;242952,23;261541,66;268785,08;187669,81;208600,22;209614,96;219966,53;199962,63;207637,57;224713,61;217981,90;201627,08;216431,80;259188,72;-;47333365,27
"353740 Pereira Barreto";55683,00;46190,85;46979,72;57654,91;71475,36;71702,18;72019,12;48240,39;71548,98;49265,97;10812,00;76432,51;42516,51;43804,44;79907,91;58702,50;68098,28;66825,31;67945,52;46431,15;67475,98;68550,25;45567,39;44765,72;39006,83;54262,04;64781,85;69857,88;56973,34;51108,41;42137,17;59186,05;48395,62;56844,68;40092,69;34600,72;40221,90;28720,26;50364,81;50511,46;64398,65;45907,56;56054,02;39960,44;43126,71;49416,62;37596,88;53746,94;37431,82;60703,65;46586,13;60879,04;54306,21;38922,88;63497,84;50205,99;41401,91;53652,22;36369,13;41757,55;48161,27;37903,14;26583,55;25748,23;102363,08;70159,07;75193,32;45665,26;65874,42;58942,11;49262,93;29660,98;37505,39;45646,54;38850,57;42047,39;33669,77;63987,93;47581,96;51957,13;47593,05;52605,08;44484,44;36330,06;42200,39;31172,28;51017,30;56931,71;69274,36;44524,84;50352,81;60449,12;51371,36;40537,90;39232,25;43274,88;40038,90;34403,02;53842,52;49231,31;38487,11;39903,35;45070,08;38256,89;42616,83;35769,23;39854,34;32268,57;34287,27;41738,49;48553,28;48175,94;44529,52;54662,24;52911,16;47047,53;44649,72;39923,11;48968,39;38066,69;43895,94;31869,42;52366,21;54100,25;58114,93;56364,04;41609,54;46494,88;55819,47;52357,31;49197,99;48859,12;40615,78;31172,10;64321,03;46865,02;45268,26;48446,92;57202,22;48127,77;40581,72;50122,16;45153,17;25087,86;42498,41;46850,27;44142,45;26882,43;39778,33;30644,67;29171,59;37867,02;33617,85;32787,72;31986,86;30762,26;36644,93;30687,16;31350,91;7592641,18
"353760 Peruíbe";48501,52;107267,57;101952,55;100403,90;88560,67;84364,56;83115,83;99570,13;86290,18;86861,96;65813,56;76589,46;85606,83;77431,15;106759,10;100790,44;93463,52;88124,74;109800,11;94144,13;90827,53;90585,27;70392,16;85182,38;86121,96;89941,12;100902,33;97034,35;100332,42;86965,84;79624,08;80026,97;94069,90;81897,40;94375,01;81497,70;76761,38;78970,63;86008,97;88429,80;81477,77;85920,34;69910,25;71685,76;69494,15;71712,47;61779,81;27666,56;78454,77;74882,99;74890,96;54829,36;78699,86;83165,42;97485,51;80446,06;38952,05;13343,18;37182,30;15513,55;44881,56;53424,52;82757,18;75409,09;66508,17;54544,32;50945,69;54528,14;52443,26;51616,28;51581,76;66203,29;62823,33;22858,15;26504,63;68267,90;81618,70;73665,63;59098,39;50051,87;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;5942584,09
"353780 Piedade";497939,46;462560,76;510128,21;497438,78;504103,69;504086,41;521484,93;510787,69;481749,59;500245,97;555675,31;489678,06;514639,70;482126,48;509908,40;487427,53;563550,03;484751,14;519066,61;481943,05;475072,51;564722,46;537723,72;548579,93;538000,59;489414,40;557273,20;551075,38;564840,79;543047,34;561394,86;544715,44;530159,11;542479,67;526916,95;536497,15;539859,77;490978,92;537109,00;504698,69;527562,09;508974,74;522347,57;515879,00;487272,65;515623,96;500140,59;500778,81;493981,67;496674,57;515297,06;481715,90;512978,31;484902,96;503957,52;498789,68;464317,57;480652,05;462429,32;487980,85;91066,28;849969,37;481962,67;458892,00;495869,57;476440,30;469078,19;470231,58;470833,61;462019,18;470723,18;458369,26;465124,55;401205,20;446365,92;416771,15;436891,96;417974,90;444044,17;433296,10;405295,00;412615,31;404534,79;403277,79;405394,41;367539,12;410151,93;384857,67;408435,96;396582,16;405131,58;402889,10;385921,06;397086,89;396380,65;393220,34;402263,41;363936,34;395577,41;398514,02;415880,88;391227,05;390681,23;392046,46;383235,49;378710,15;361988,93;361638,55;321908,03;293796,86;320725,68;289480,30;292146,95;317778,83;76891,61;294564,76;295592,87;307064,17;268122,90;272156,48;283414,82;237298,68;238791,90;197861,60;201093,41;191216,36;206566,33;183974,18;171416,44;181234,63;145074,81;125188,23;112355,19;61558,35;205179,03;91244,93;138044,12;85851,51;151942,40;83435,41;66883,28;101289,16;82452,91;71184,09;76127,54;79720,12;92261,15;58906,38;95327,40;88155,89;99795,90;116200,25;136654,47;89171,64;138035,03;133031,23;112235,63;111819,95;173557,39;59424032,55
"353790 Pilar do Sul";42028,83;43186,19;44991,15;44668,26;63719,41;56319,16;43969,64;42251,17;40237,69;60187,35;69237,02;49423,69;51609,49;48643,57;65267,51;57815,42;54671,49;52447,91;60613,30;53382,38;62065,89;68008,86;48801,62;49872,82;42710,33;52445,82;59971,28;54065,21;54813,29;70625,53;66361,55;53106,89;55107,11;57455,90;48112,32;50075,24;62440,82;55034,04;71357,26;55318,68;58606,99;63223,92;44980,98;49325,38;54800,82;49643,75;51986,74;23760,38;58342,79;45690,59;51133,48;46894,30;57415,98;49244,94;52043,67;51066,32;54384,79;61279,23;52281,07;39749,03;61286,09;65868,62;54432,01;61511,03;53323,05;52490,15;65476,05;56962,56;46491,70;58069,31;61656,94;45907,74;60695,79;40225,43;63936,12;43362,19;77488,63;53284,89;44874,60;51033,16;35766,90;41126,65;21539,77;52655,78;49953,64;39788,56;37057,19;38254,63;30478,94;44666,30;54056,84;38211,08;47606,22;42497,07;26222,43;29454,29;55330,84;46182,45;40821,75;52559,77;43485,24;44326,93;63778,73;59921,95;39007,79;42307,42;63597,86;33075,17;40278,69;43595,12;36652,80;28179,09;83927,33;63891,62;50282,23;45909,76;58361,84;46651,71;43190,66;29604,07;44937,19;38294,68;47427,77;57239,02;39817,32;48892,94;30675,36;46143,52;43697,31;35575,65;40675,40;32998,13;41821,53;28670,67;31425,76;45328,88;56048,50;42484,21;43122,60;30959,48;38291,92;23118,59;36607,22;30485,53;31709,68;32126,72;35591,94;34229,15;36728,84;31277,09;26180,98;27480,30;30570,50;26466,42;39052,81;36875,39;30144,29;43359,58;21086,73;7538529,01
